SeriesId,Month,Day,BibleReading,PrimaryBookPageRange,PrimaryBookPageStart,PrimaryBookPageEnd,SecondaryBookPageRange,SecondaryBookPageStart,SecondaryBookPageEnd,SortOrder,FullTextPrimary,FullTextSecondary,SummaryPoints
2,6,16,Acts 20:12,Acts of the Apostles pp. 244-247,244,247,The Great Controversy pp. 306-308,306,308,616,Sample text from Acts of the Apostles pages 244-247. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 306-308.,"- Reading covers Acts of the Apostles pages 244-247
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,17,Acts 23:8,Acts of the Apostles pp. 248-252,248,252,The Great Controversy pp. 41-44,41,44,617,Sample text from Acts of the Apostles pages 248-252. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 41-44.,"- Reading covers Acts of the Apostles pages 248-252
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,18,Acts 22:10,Acts of the Apostles pp. 253-256,253,256,The Great Controversy pp. 631-634,631,634,618,Sample text from Acts of the Apostles pages 253-256. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 631-634.,"- Reading covers Acts of the Apostles pages 253-256
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,19,Acts 3:14,Acts of the Apostles pp. 257-260,257,260,The Great Controversy pp. 440-442,440,442,619,Sample text from Acts of the Apostles pages 257-260. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 440-442.,"- Reading covers Acts of the Apostles pages 257-260
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,20,Acts 26:11,Acts of the Apostles pp. 261-265,261,265,The Great Controversy pp. 272-275,272,275,620,Sample text from Acts of the Apostles pages 261-265. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 272-275.,"- Reading covers Acts of the Apostles pages 261-265
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,21,Acts 12:11,Acts of the Apostles pp. 266-271,266,271,The Great Controversy pp. 578-580,578,580,621,Sample text from Acts of the Apostles pages 266-271. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 578-580.,"- Reading covers Acts of the Apostles pages 266-271
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,22,Acts 15:14,Acts of the Apostles pp. 272-277,272,277,The Great Controversy pp. 155-158,155,158,622,Sample text from Acts of the Apostles pages 272-277. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 155-158.,"- Reading covers Acts of the Apostles pages 272-277
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,23,Acts 25:14,Acts of the Apostles pp. 278-281,278,281,The Great Controversy pp. 183-186,183,186,623,Sample text from Acts of the Apostles pages 278-281. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 183-186.,"- Reading covers Acts of the Apostles pages 278-281
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,24,Acts 14:8,Acts of the Apostles pp. 282-287,282,287,The Great Controversy pp. 538-540,538,540,624,Sample text from Acts of the Apostles pages 282-287. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 538-540.,"- Reading covers Acts of the Apostles pages 282-287
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,25,Acts 1:6,Acts of the Apostles pp. 288-291,288,291,The Great Controversy pp. 197-199,197,199,625,Sample text from Acts of the Apostles pages 288-291. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 197-199.,"- Reading covers Acts of the Apostles pages 288-291
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,26,Acts 15:14,Acts of the Apostles pp. 292-296,292,296,The Great Controversy pp. 234-236,234,236,626,Sample text from Acts of the Apostles pages 292-296. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 234-236.,"- Reading covers Acts of the Apostles pages 292-296
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,27,Acts 5:4,Acts of the Apostles pp. 297-300,297,300,The Great Controversy pp. 586-588,586,588,627,Sample text from Acts of the Apostles pages 297-300. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 586-588.,"- Reading covers Acts of the Apostles pages 297-300
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,28,Acts 8:11,Acts of the Apostles pp. 301-306,301,306,The Great Controversy pp. 699-700,699,700,628,Sample text from Acts of the Apostles pages 301-306. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 699-700.,"- Reading covers Acts of the Apostles pages 301-306
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,29,Acts 3:6,Acts of the Apostles pp. 307-311,307,311,The Great Controversy pp. 19-21,19,21,629,Sample text from Acts of the Apostles pages 307-311. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 19-21.,"- Reading covers Acts of the Apostles pages 307-311
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,6,30,Acts 11:9,Acts of the Apostles pp. 312-315,312,315,The Great Controversy pp. 568-570,568,570,630,Sample text from Acts of the Apostles pages 312-315. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 568-570.,"- Reading covers Acts of the Apostles pages 312-315
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,1,Acts 16:15,Acts of the Apostles pp. 316-321,316,321,The Great Controversy pp. 176-178,176,178,701,Sample text from Acts of the Apostles pages 316-321. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 176-178.,"- Reading covers Acts of the Apostles pages 316-321
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,2,Acts 4:6,Acts of the Apostles pp. 322-327,322,327,The Great Controversy pp. 448-451,448,451,702,Sample text from Acts of the Apostles pages 322-327. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 448-451.,"- Reading covers Acts of the Apostles pages 322-327
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,3,Acts 23:7,Acts of the Apostles pp. 328-331,328,331,The Great Controversy pp. 694-697,694,697,703,Sample text from Acts of the Apostles pages 328-331. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 694-697.,"- Reading covers Acts of the Apostles pages 328-331
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,4,Acts 19:17,Acts of the Apostles pp. 332-335,332,335,The Great Controversy pp. 620-623,620,623,704,Sample text from Acts of the Apostles pages 332-335. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 620-623.,"- Reading covers Acts of the Apostles pages 332-335
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,5,Acts 27:8,Acts of the Apostles pp. 336-340,336,340,The Great Controversy pp. 447-450,447,450,705,Sample text from Acts of the Apostles pages 336-340. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 447-450.,"- Reading covers Acts of the Apostles pages 336-340
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,6,Acts 21:6,Acts of the Apostles pp. 341-344,341,344,The Great Controversy pp. 676-679,676,679,706,Sample text from Acts of the Apostles pages 341-344. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 676-679.,"- Reading covers Acts of the Apostles pages 341-344
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,7,Acts 3:17,Acts of the Apostles pp. 345-348,345,348,The Great Controversy pp. 678-680,678,680,707,Sample text from Acts of the Apostles pages 345-348. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 678-680.,"- Reading covers Acts of the Apostles pages 345-348
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,8,Acts 12:19,Acts of the Apostles pp. 349-354,349,354,The Great Controversy pp. 260-263,260,263,708,Sample text from Acts of the Apostles pages 349-354. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 260-263.,"- Reading covers Acts of the Apostles pages 349-354
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,9,Acts 27:18,Acts of the Apostles pp. 355-360,355,360,The Great Controversy pp. 338-341,338,341,709,Sample text from Acts of the Apostles pages 355-360. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 338-341.,"- Reading covers Acts of the Apostles pages 355-360
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,10,Acts 20:6,Acts of the Apostles pp. 361-366,361,366,The Great Controversy pp. 301-303,301,303,710,Sample text from Acts of the Apostles pages 361-366. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 301-303.,"- Reading covers Acts of the Apostles pages 361-366
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,11,Acts 15:11,Acts of the Apostles pp. 367-371,367,371,The Great Controversy pp. 696-699,696,699,711,Sample text from Acts of the Apostles pages 367-371. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 696-699.,"- Reading covers Acts of the Apostles pages 367-371
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,12,Acts 6:3,Acts of the Apostles pp. 372-377,372,377,The Great Controversy pp. 495-497,495,497,712,Sample text from Acts of the Apostles pages 372-377. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 495-497.,"- Reading covers Acts of the Apostles pages 372-377
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,13,Acts 23:6,Acts of the Apostles pp. 378-381,378,381,The Great Controversy pp. 478-480,478,480,713,Sample text from Acts of the Apostles pages 378-381. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 478-480.,"- Reading covers Acts of the Apostles pages 378-381
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,14,Acts 26:8,Acts of the Apostles pp. 382-385,382,385,The Great Controversy pp. 437-440,437,440,714,Sample text from Acts of the Apostles pages 382-385. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 437-440.,"- Reading covers Acts of the Apostles pages 382-385
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,15,Acts 20:10,Acts of the Apostles pp. 386-391,386,391,The Great Controversy pp. 263-266,263,266,715,Sample text from Acts of the Apostles pages 386-391. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 263-266.,"- Reading covers Acts of the Apostles pages 386-391
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,16,Acts 2:18,Acts of the Apostles pp. 392-396,392,396,The Great Controversy pp. 471-474,471,474,716,Sample text from Acts of the Apostles pages 392-396. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 471-474.,"- Reading covers Acts of the Apostles pages 392-396
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,17,Acts 13:17,Acts of the Apostles pp. 397-400,397,400,The Great Controversy pp. 564-566,564,566,717,Sample text from Acts of the Apostles pages 397-400. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 564-566.,"- Reading covers Acts of the Apostles pages 397-400
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,18,Acts 15:17,Acts of the Apostles pp. 401-405,401,405,The Great Controversy pp. 77-79,77,79,718,Sample text from Acts of the Apostles pages 401-405. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 77-79.,"- Reading covers Acts of the Apostles pages 401-405
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,19,Acts 8:5,Acts of the Apostles pp. 406-410,406,410,The Great Controversy pp. 661-663,661,663,719,Sample text from Acts of the Apostles pages 406-410. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 661-663.,"- Reading covers Acts of the Apostles pages 406-410
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,20,Acts 18:5,Acts of the Apostles pp. 411-414,411,414,The Great Controversy pp. 89-92,89,92,720,Sample text from Acts of the Apostles pages 411-414. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 89-92.,"- Reading covers Acts of the Apostles pages 411-414
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,21,Acts 10:13,Acts of the Apostles pp. 415-420,415,420,The Great Controversy pp. 372-374,372,374,721,Sample text from Acts of the Apostles pages 415-420. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 372-374.,"- Reading covers Acts of the Apostles pages 415-420
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,22,Acts 2:4,Acts of the Apostles pp. 421-426,421,426,The Great Controversy pp. 38-40,38,40,722,Sample text from Acts of the Apostles pages 421-426. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 38-40.,"- Reading covers Acts of the Apostles pages 421-426
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,23,Acts 9:9,Acts of the Apostles pp. 427-432,427,432,The Great Controversy pp. 650-652,650,652,723,Sample text from Acts of the Apostles pages 427-432. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 650-652.,"- Reading covers Acts of the Apostles pages 427-432
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,24,Acts 27:10,Acts of the Apostles pp. 433-437,433,437,The Great Controversy pp. 179-182,179,182,724,Sample text from Acts of the Apostles pages 433-437. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 179-182.,"- Reading covers Acts of the Apostles pages 433-437
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,25,Acts 2:6,Acts of the Apostles pp. 438-442,438,442,The Great Controversy pp. 103-105,103,105,725,Sample text from Acts of the Apostles pages 438-442. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 103-105.,"- Reading covers Acts of the Apostles pages 438-442
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,26,Acts 14:11,Acts of the Apostles pp. 443-447,443,447,The Great Controversy pp. 677-680,677,680,726,Sample text from Acts of the Apostles pages 443-447. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 677-680.,"- Reading covers Acts of the Apostles pages 443-447
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,27,Acts 23:15,Acts of the Apostles pp. 448-453,448,453,The Great Controversy pp. 550-553,550,553,727,Sample text from Acts of the Apostles pages 448-453. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 550-553.,"- Reading covers Acts of the Apostles pages 448-453
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,28,Acts 23:7,Acts of the Apostles pp. 454-459,454,459,The Great Controversy pp. 276-279,276,279,728,Sample text from Acts of the Apostles pages 454-459. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 276-279.,"- Reading covers Acts of the Apostles pages 454-459
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,29,Acts 9:16,Acts of the Apostles pp. 460-464,460,464,The Great Controversy pp. 539-542,539,542,729,Sample text from Acts of the Apostles pages 460-464. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 539-542.,"- Reading covers Acts of the Apostles pages 460-464
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,30,Acts 23:7,Acts of the Apostles pp. 465-468,465,468,The Great Controversy pp. 577-580,577,580,730,Sample text from Acts of the Apostles pages 465-468. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 577-580.,"- Reading covers Acts of the Apostles pages 465-468
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,7,31,Acts 5:19,Acts of the Apostles pp. 469-472,469,472,The Great Controversy pp. 282-284,282,284,731,Sample text from Acts of the Apostles pages 469-472. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 282-284.,"- Reading covers Acts of the Apostles pages 469-472
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,1,Acts 2:10,Acts of the Apostles pp. 473-478,473,478,The Great Controversy pp. 89-92,89,92,801,Sample text from Acts of the Apostles pages 473-478. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 89-92.,"- Reading covers Acts of the Apostles pages 473-478
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,2,Acts 14:5,Acts of the Apostles pp. 479-482,479,482,The Great Controversy pp. 104-106,104,106,802,Sample text from Acts of the Apostles pages 479-482. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 104-106.,"- Reading covers Acts of the Apostles pages 479-482
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,3,Acts 15:13,Acts of the Apostles pp. 483-488,483,488,The Great Controversy pp. 682-684,682,684,803,Sample text from Acts of the Apostles pages 483-488. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 682-684.,"- Reading covers Acts of the Apostles pages 483-488
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,4,Acts 19:3,Acts of the Apostles pp. 489-494,489,494,The Great Controversy pp. 430-432,430,432,804,Sample text from Acts of the Apostles pages 489-494. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 430-432.,"- Reading covers Acts of the Apostles pages 489-494
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,5,Acts 6:10,Acts of the Apostles pp. 495-498,495,498,The Great Controversy pp. 342-344,342,344,805,Sample text from Acts of the Apostles pages 495-498. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 342-344.,"- Reading covers Acts of the Apostles pages 495-498
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,6,Acts 5:14,Acts of the Apostles pp. 499-503,499,503,The Great Controversy pp. 129-132,129,132,806,Sample text from Acts of the Apostles pages 499-503. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 129-132.,"- Reading covers Acts of the Apostles pages 499-503
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,7,Acts 24:7,Acts of the Apostles pp. 504-509,504,509,The Great Controversy pp. 317-319,317,319,807,Sample text from Acts of the Apostles pages 504-509. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 317-319.,"- Reading covers Acts of the Apostles pages 504-509
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,8,Acts 9:4,Acts of the Apostles pp. 510-515,510,515,The Great Controversy pp. 312-314,312,314,808,Sample text from Acts of the Apostles pages 510-515. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 312-314.,"- Reading covers Acts of the Apostles pages 510-515
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,9,Acts 3:14,Acts of the Apostles pp. 516-519,516,519,The Great Controversy pp. 202-205,202,205,809,Sample text from Acts of the Apostles pages 516-519. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 202-205.,"- Reading covers Acts of the Apostles pages 516-519
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,10,Acts 5:7,Acts of the Apostles pp. 520-524,520,524,The Great Controversy pp. 464-467,464,467,810,Sample text from Acts of the Apostles pages 520-524. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 464-467.,"- Reading covers Acts of the Apostles pages 520-524
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,11,Acts 2:7,Acts of the Apostles pp. 525-529,525,529,The Great Controversy pp. 189-191,189,191,811,Sample text from Acts of the Apostles pages 525-529. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 189-191.,"- Reading covers Acts of the Apostles pages 525-529
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,12,Acts 16:1,Acts of the Apostles pp. 530-534,530,534,The Great Controversy pp. 634-636,634,636,812,Sample text from Acts of the Apostles pages 530-534. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 634-636.,"- Reading covers Acts of the Apostles pages 530-534
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,13,Acts 22:1,Acts of the Apostles pp. 535-538,535,538,The Great Controversy pp. 203-206,203,206,813,Sample text from Acts of the Apostles pages 535-538. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 203-206.,"- Reading covers Acts of the Apostles pages 535-538
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,14,Acts 5:5,Acts of the Apostles pp. 539-542,539,542,The Great Controversy pp. 557-559,557,559,814,Sample text from Acts of the Apostles pages 539-542. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 557-559.,"- Reading covers Acts of the Apostles pages 539-542
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,15,Acts 13:13,Acts of the Apostles pp. 543-547,543,547,The Great Controversy pp. 193-195,193,195,815,Sample text from Acts of the Apostles pages 543-547. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 193-195.,"- Reading covers Acts of the Apostles pages 543-547
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,16,Acts 14:5,Acts of the Apostles pp. 548-551,548,551,The Great Controversy pp. 559-562,559,562,816,Sample text from Acts of the Apostles pages 548-551. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 559-562.,"- Reading covers Acts of the Apostles pages 548-551
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,17,Acts 22:2,Acts of the Apostles pp. 552-556,552,556,The Great Controversy pp. 141-143,141,143,817,Sample text from Acts of the Apostles pages 552-556. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 141-143.,"- Reading covers Acts of the Apostles pages 552-556
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,18,Acts 15:2,Acts of the Apostles pp. 557-561,557,561,The Great Controversy pp. 243-246,243,246,818,Sample text from Acts of the Apostles pages 557-561. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 243-246.,"- Reading covers Acts of the Apostles pages 557-561
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,19,Acts 8:6,Acts of the Apostles pp. 562-565,562,565,The Great Controversy pp. 95-97,95,97,819,Sample text from Acts of the Apostles pages 562-565. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 95-97.,"- Reading covers Acts of the Apostles pages 562-565
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,20,Acts 2:8,Acts of the Apostles pp. 566-569,566,569,The Great Controversy pp. 356-359,356,359,820,Sample text from Acts of the Apostles pages 566-569. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 356-359.,"- Reading covers Acts of the Apostles pages 566-569
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,21,Acts 26:11,Acts of the Apostles pp. 570-574,570,574,The Great Controversy pp. 274-276,274,276,821,Sample text from Acts of the Apostles pages 570-574. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 274-276.,"- Reading covers Acts of the Apostles pages 570-574
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,22,Acts 11:2,Acts of the Apostles pp. 575-580,575,580,The Great Controversy pp. 161-164,161,164,822,Sample text from Acts of the Apostles pages 575-580. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 161-164.,"- Reading covers Acts of the Apostles pages 575-580
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,23,Acts 10:5,Acts of the Apostles pp. 581-584,581,584,The Great Controversy pp. 233-236,233,236,823,Sample text from Acts of the Apostles pages 581-584. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 233-236.,"- Reading covers Acts of the Apostles pages 581-584
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,24,Acts 20:16,Acts of the Apostles pp. 585-588,585,588,The Great Controversy pp. 567-569,567,569,824,Sample text from Acts of the Apostles pages 585-588. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 567-569.,"- Reading covers Acts of the Apostles pages 585-588
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,25,Acts 3:17,Acts of the Apostles pp. 589-593,589,593,The Great Controversy pp. 129-132,129,132,825,Sample text from Acts of the Apostles pages 589-593. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 129-132.,"- Reading covers Acts of the Apostles pages 589-593
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,26,Acts 6:11,Acts of the Apostles pp. 594-597,594,597,The Great Controversy pp. 52-55,52,55,826,Sample text from Acts of the Apostles pages 594-597. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 52-55.,"- Reading covers Acts of the Apostles pages 594-597
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,27,Acts 4:14,Acts of the Apostles pp. 598-600,598,600,The Great Controversy pp. 135-137,135,137,827,Sample text from Acts of the Apostles pages 598-600. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 135-137.,"- Reading covers Acts of the Apostles pages 598-600
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,28,Acts 8:13,Acts of the Apostles pp. 1-5,1,5,The Great Controversy pp. 494-497,494,497,828,Sample text from Acts of the Apostles pages 1-5. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 494-497.,"- Reading covers Acts of the Apostles pages 1-5
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,29,Acts 13:17,Acts of the Apostles pp. 6-9,6,9,The Great Controversy pp. 254-257,254,257,829,Sample text from Acts of the Apostles pages 6-9. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 254-257.,"- Reading covers Acts of the Apostles pages 6-9
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,30,Acts 2:19,Acts of the Apostles pp. 10-15,10,15,The Great Controversy pp. 210-213,210,213,830,Sample text from Acts of the Apostles pages 10-15. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 210-213.,"- Reading covers Acts of the Apostles pages 10-15
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,8,31,Acts 7:12,Acts of the Apostles pp. 16-20,16,20,The Great Controversy pp. 273-275,273,275,831,Sample text from Acts of the Apostles pages 16-20. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 273-275.,"- Reading covers Acts of the Apostles pages 16-20
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,9,1,Acts 3:8,Acts of the Apostles pp. 21-25,21,25,The Great Controversy pp. 316-318,316,318,901,Sample text from Acts of the Apostles pages 21-25. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 316-318.,"- Reading covers Acts of the Apostles pages 21-25
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,9,2,Acts 23:19,Acts of the Apostles pp. 26-31,26,31,The Great Controversy pp. 353-356,353,356,902,Sample text from Acts of the Apostles pages 26-31. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 353-356.,"- Reading covers Acts of the Apostles pages 26-31
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,9,3,Acts 17:1,Acts of the Apostles pp. 32-37,32,37,The Great Controversy pp. 161-163,161,163,903,Sample text from Acts of the Apostles pages 32-37. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 161-163.,"- Reading covers Acts of the Apostles pages 32-37
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,9,4,Acts 2:3,Acts of the Apostles pp. 38-41,38,41,The Great Controversy pp. 165-168,165,168,904,Sample text from Acts of the Apostles pages 38-41. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 165-168.,"- Reading covers Acts of the Apostles pages 38-41
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,9,5,Acts 6:10,Acts of the Apostles pp. 42-45,42,45,The Great Controversy pp. 435-438,435,438,905,Sample text from Acts of the Apostles pages 42-45. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 435-438.,"- Reading covers Acts of the Apostles pages 42-45
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,9,6,Acts 7:5,Acts of the Apostles pp. 46-49,46,49,The Great Controversy pp. 137-139,137,139,906,Sample text from Acts of the Apostles pages 46-49. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 137-139.,"- Reading covers Acts of the Apostles pages 46-49
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
2,9,7,Acts 15:7,Acts of the Apostles pp. 50-55,50,55,The Great Controversy pp. 92-95,92,95,907,Sample text from Acts of the Apostles pages 50-55. This is placeholder content for the daily reading.,Sample text from The Great Controversy pages 92-95.,"- Reading covers Acts of the Apostles pages 50-55
- Key theme: Faith and obedience
- Application: Reflect on God's guidance"
